480,0,27,0.001,120
479.09,0,27.002,0.001,120
477.66,0,27.004,0.001,120
476.07,0,27.006,0.001,120
475.08,0,27.008,0.001,120
473.75,0,27.01,0.001,120
473.24,0,27.012,0.001,120
472.68,0,27.014,0.001,120
472.49,0,27.016,0.001,120
472.4,0,27.018,0.001,120
472.3,0,27.02,0.001,120
472.37,0,27.022,0.001,120
472.22,0,27.024,0.001,120
472.09,0,27.026,0.001,120
471.98,0,27.028,0.001,120
471.77,0,27.03,0.001,120
471.66,0,27.032,0.001,120
471.46,0,27.034,0.001,120
471.54,0,27.036,0.001,120
471.56,0,27.038,0.001,120
471.56,0,27.04,0.001,120
471.49,0,27.042,0.001,120
471.36,0,27.044,0.001,120
471.27,0,27.046,0.001,120
471.21,0,27.048,0.001,120
471.09,0,27.05,0.001,120
471,0,27.052,0.001,120
470.99,0,27.054,0.001,120
470.93,0,27.056,0.001,120
470.86,0,27.058,0.001,120
470.79,0,27.06,0.001,120
470.55,0,27.062,0.001,120
470.32,0,27.064,0.001,120
470.17,0,27.066,0.001,120
469.97,0,27.068,0.001,5.7141
469.79,0,27.07,0.001,5.6746
469.64,0,27.072,0.001,5.6322
469.54,0,27.074,0.001,5.6044
469.46,0,27.076,0.001,5.5218
469.31,0,27.078,0.001,5.4894
469.24,0,27.08,0.001,5.4008
469.21,0,27.082,0.001,5.3606
469.17,0,27.084,0.001,5.2942
469.14,0,27.086,0.001,5.2635
469.03,0,27.088,0.001,5.2384
468.93,0,27.09,0.001,5.2459
468.86,0,27.092,0.001,5.272
468.78,0,27.094,0.001,5.3182
468.67,0,27.096,0.001,5.3784
468.67,0,27.098,0.001,5.4398
468.67,0,27.1,0.001,5.4922
468.67,0,27.102,0.001,5.5279
468.68,0,27.104,0.001,5.538
468.67,0,27.106,0.001,5.5192
468.58,0,27.108,0.001,5.47
468.48,0,27.11,0.001,5.3924
468.38,0,27.112,0.001,5.293
468.18,0,27.114,0.001,5.1785
468,0,27.116,0.001,5.0696
467.82,0,27.118,0.001,4.9706
467.66,0,27.12,0.001,4.901
467.61,0,27.122,0.001,4.8669
467.59,0,27.124,0.001,4.8707
467.64,0,27.126,0.001,4.9158
467.5,0,27.128,0.001,4.9919
467.55,0,27.13,0.001,5.0956
467.53,0,27.132,0.001,5.2069
467.47,0,27.134,0.001,5.3113
467.42,0,27.136,0.001,5.3986
467.27,0,27.138,0.001,5.4576
467.18,0,27.14,0.001,5.485
467.08,0,27.142,0.001,5.4758
467.05,0,27.144,0.001,5.4301
467,0,27.146,0.001,5.3477
467.02,0,27.148,0.001,5.2341
466.93,0,27.15,0.001,5.0975
466.9,0,27.152,0.001,4.9448
466.89,0,27.154,0.001,4.7914
466.77,0,27.156,0.001,4.6424
466.69,0,27.158,0.001,4.5138
466.47,0,27.16,0.001,4.4179
466.37,0,27.162,0.001,4.3643
466.34,0,27.164,0.001,4.35
466.3,0,27.166,0.001,4.3828
466.35,0,27.168,0.001,4.4526
466.28,0,27.17,0.001,4.5481
466.26,0,27.172,0.001,4.6632
466.13,0,27.174,0.001,4.7787
466.09,0,27.176,0.001,4.8903
466.05,0,27.178,0.001,4.9799
466.02,0,27.18,0.001,5.0428
465.92,0,27.182,0.001,5.069
465.78,0,27.184,0.001,5.0591
465.64,0,27.186,0.001,5.0123
465.5,0,27.188,0.001,4.9303
465.47,0,27.19,0.001,4.8226
465.39,0,27.192,0.001,4.6892
465.24,0,27.194,0.001,4.5461
465.21,0,27.196,0.001,4.3945
465.1,0,27.198,0.001,4.2426
465.11,0,27.2,0.001,4.1083
465.05,0,27.202,0.001,3.9905
464.94,0,27.204,0.001,3.9043
464.97,0,27.206,0.001,3.851
464.94,0,27.208,0.001,3.8302
464.87,0,27.21,0.001,3.8435
464.76,0,27.212,0.001,3.8855
464.74,0,27.214,0.001,3.9474
464.69,0,27.216,0.001,4.0213
464.61,0,27.218,0.001,4.0995
464.56,0,27.22,0.001,4.1768
464.42,0,27.222,0.001,4.2463
464.42,0,27.224,0.001,4.3069
464.36,0,27.226,0.001,4.3482
464.37,0,27.228,0.001,4.3717
464.33,0,27.23,0.001,4.3811
464.28,0,27.232,0.001,4.3769
464.21,0,27.234,0.001,4.3618
464.12,0,27.236,0.001,4.3428
464.03,0,27.238,0.001,4.3202
463.92,0,27.24,0.001,4.3009
463.89,0,27.242,0.001,4.2862
463.85,0,27.244,0.001,4.2762
463.88,0,27.246,0.001,4.2798
463.9,0,27.248,0.001,4.2919
463.89,0,27.25,0.001,4.319
463.86,0,27.252,0.001,4.3542
463.79,0,27.254,0.001,4.4009
463.75,0,27.256,0.001,4.4531
463.71,0,27.258,0.001,4.507
463.69,0,27.26,0.001,4.5573
463.64,0,27.262,0.001,4.6015
463.63,0,27.264,0.001,4.6347
463.55,0,27.266,0.001,4.6563
463.56,0,27.268,0.001,4.6649
463.49,0,27.27,0.001,4.6596
463.47,0,27.272,0.001,4.6419
463.45,0,27.274,0.001,4.6148
463.52,0,27.276,0.001,4.5811
463.48,0,27.278,0.001,4.5437
463.55,0,27.28,0.001,4.5094
463.55,0,27.282,0.001,4.4801
463.57,0,27.284,0.001,4.4568
463.52,0,27.286,0.001,4.4354
463.39,0,27.288,0.001,4.4172
463.26,0,27.29,0.001,4.3967
463.14,0,27.292,0.001,4.3729
463.04,0,27.294,0.001,4.3413
462.98,0,27.296,0.001,4.2943
462.89,0,27.298,0.001,4.2337
462.83,0,27.3,0.001,4.1559
462.8,0,27.302,0.001,4.0608
462.78,0,27.304,0.001,3.9506
462.8,0,27.306,0.001,3.8286
462.74,0,27.308,0.001,3.6999
462.61,0,27.31,0.001,3.5753
462.49,0,27.312,0.001,3.4612
462.39,0,27.314,0.001,3.3662
462.25,0,27.316,0.001,3.2966
462.1,0,27.318,0.001,3.2524
462.01,0,27.32,0.001,3.2324
462.02,0,27.322,0.001,3.234
461.91,0,27.324,0.001,3.2506
461.86,0,27.326,0.001,3.2865
461.81,0,27.328,0.001,3.3312
461.81,0,27.33,0.001,3.3825
461.72,0,27.332,0.001,3.435
461.71,0,27.334,0.001,3.484
461.6,0,27.336,0.001,3.5282
461.55,0,27.338,0.001,3.5632
461.5,0,27.34,0.001,3.5867
461.44,0,27.342,0.001,3.5963
461.37,0,27.344,0.001,3.5918
461.33,0,27.346,0.001,3.571
461.26,0,27.348,0.001,3.5343
461.21,0,27.35,0.001,3.4853
461.18,0,27.352,0.001,3.4333
461.1,0,27.354,0.001,3.3783
460.99,0,27.356,0.001,3.3286
460.87,0,27.358,0.001,3.2941
460.86,0,27.36,0.001,3.2797
460.82,0,27.362,0.001,3.29
460.77,0,27.364,0.001,3.3283
460.78,0,27.366,0.001,3.3906
460.78,0,27.368,0.001,3.4683
460.77,0,27.37,0.001,3.5552
460.73,0,27.372,0.001,3.642
460.67,0,27.374,0.001,3.7198
460.64,0,27.376,0.001,3.7813
460.55,0,27.378,0.001,3.8169
460.45,0,27.38,0.001,3.8252
460.33,0,27.382,0.001,3.8058
460.27,0,27.384,0.001,3.7569
460.19,0,27.386,0.001,3.6853
460.09,0,27.388,0.001,3.5936
460.07,0,27.39,0.001,3.4951
460.04,0,27.392,0.001,3.3966
460.07,0,27.394,0.001,3.3048
459.99,0,27.396,0.001,3.2341
459.96,0,27.398,0.001,3.1903
459.96,0,27.4,0.001,3.1816
459.87,0,27.402,0.001,3.2039
459.78,0,27.404,0.001,3.2586
459.67,0,27.406,0.001,3.3329
459.61,0,27.408,0.001,3.4225
459.6,0,27.41,0.001,3.5097
459.49,0,27.412,0.001,3.5901
459.45,0,27.414,0.001,3.6588
459.39,0,27.416,0.001,3.7048
459.32,0,27.418,0.001,3.7293
459.3,0,27.42,0.001,3.7285
459.33,0,27.422,0.001,3.7028
459.34,0,27.424,0.001,3.6517
459.25,0,27.426,0.001,3.5822
459.23,0,27.428,0.001,3.501
459.12,0,27.43,0.001,3.4135
459.06,0,27.432,0.001,3.3253
458.98,0,27.434,0.001,3.2456
458.95,0,27.436,0.001,3.1854
458.81,0,27.438,0.001,3.146
458.79,0,27.44,0.001,3.1384
458.74,0,27.442,0.001,3.153
458.73,0,27.444,0.001,3.1956
458.69,0,27.446,0.001,3.2582
458.62,0,27.448,0.001,3.3313
458.55,0,27.45,0.001,3.41
458.39,0,27.452,0.001,3.4862
458.33,0,27.454,0.001,3.5545
458.25,0,27.456,0.001,3.6042
458.25,0,27.458,0.001,3.6338
458.24,0,27.46,0.001,3.6398
458.22,0,27.462,0.001,3.6214
458.16,0,27.464,0.001,3.581
458.09,0,27.466,0.001,3.5194
458.09,0,27.468,0.001,3.4434
457.99,0,27.47,0.001,3.3574
457.88,0,27.472,0.001,3.2742
457.82,0,27.474,0.001,3.1983
457.74,0,27.476,0.001,3.1431
457.64,0,27.478,0.001,3.1171
457.52,0,27.48,0.001,3.119
457.48,0,27.482,0.001,3.1559
457.44,0,27.484,0.001,3.2171
457.44,0,27.486,0.001,3.2965
457.44,0,27.488,0.001,3.3831
457.4,0,27.49,0.001,3.4708
457.35,0,27.492,0.001,3.5515
457.37,0,27.494,0.001,3.617
